"b_asc_same","b_City_Midwest_same","b_City_South_same","b_City_Northeast_same","b_Age_GenZ_same","b_Age_Millenials_same","b_Age_Older_same","b_Inc_Mid_same","b_Inc_High_same","b_Hel_same","b_Vdc_same","b_Edc_MoreBachelor_same","b_Gen_NonMale_same","b_Chl_Yes_same","b_Ngh_NonUrban_same","b_asc_grtr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Hel_grtr","b_Vdc_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonMale_grtr","b_Chl_Yes_grtr","b_Ngh_NonUrban_grtr","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1883.02146277714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1883.02146277714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1883.02146277714
0.0373333333845949,0.00778666668338701,0.00576000005821698,0.00576000005821698,0.00352000002749264,0.0129066666704603,0.00746666664781515,0.015573333366774,0.0225066667189822,0.0596266666980228,0.00895999997737818,0.0258133333409205,0.0314666666236008,0.00544000002264511,0.0332800000614952,-0.056106666525011,-0.00949333327298519,-0.0108799999725306,-0.0134399999660673,0.00287999995634891,-0.0152533333312022,-0.0200533333554631,-0.0122666665993165,-0.0469333332875977,-0.0984533333394211,-0.0198400000226684,-0.0532266666414216,-0.0376533332746476,-0.00799999994342216,-0.0489599999855273,-1827.18772004217
-0.0105117056395975,0.0116143145323538,-0.0234027660465215,-0.0197772237969296,0.00296941839463502,-0.0225920203082902,0.00604051927724963,0.0262127702266916,0.00398334691956237,-0.011614607841558,-0.143803357642277,-0.0340470191406642,0.081261712148316,-0.0935150640273,0.0655737811087067,-0.0983371226716567,-0.0205992486357709,-0.00689611754076024,-0.0277658197650861,0.0411476756229504,0.0135966249174837,-0.0874758001013,0.000249960625617328,-0.157414059175698,-0.224383469504058,0.0843204826156942,-0.136041340448039,-0.116120732246767,0.0849768717559549,-0.161510587231291,-1792.2813632389
0.0102047436613002,0.0286416408404437,-0.043109246475915,-0.0321602486029933,0.00527480813059261,-0.0224636828522826,0.00590228964371821,0.0718134280415236,0.0279376020744473,0.0250843214296916,-0.150225649432253,-0.0407121051026318,0.173391847753691,-0.158029901644172,0.141979743810543,-0.0489949887845064,-0.0189648109366332,0.0247080505140551,-0.0253074589778972,0.104388682492454,0.0865913827660898,-0.151461638843049,0.0398100966395814,-0.242595997196403,-0.221074445550006,0.21482242855328,-0.167074714860808,-0.159172908723173,0.245384901322133,-0.237066864458611,-1766.53993038453
-0.0134436328237566,0.0355819400706691,-0.0729448702121661,-0.050101368326058,0.000145510639074177,-0.0207765468696979,-0.0229530484372907,0.117269854734086,0.023052388095243,-0.0141109136947197,-0.0569519803445517,-0.0780493878361224,0.212806173690034,-0.19999272116463,0.159191336513437,-0.0143851226256953,-0.0186148638432992,0.0538276165791165,-0.0306388683795877,0.172957673036444,0.130708021805975,-0.198733266456118,0.0516779570697396,-0.322690751626473,-0.223987215147371,0.192406082144543,-0.214322780966968,-0.183774814639419,0.357148588297035,-0.292019534615796,-1751.53275281164
-0.0154656014970751,0.0354129793223424,-0.113386355919746,-0.0729142373808472,-0.00547435260069797,0.0691168788539304,-0.169161280378482,0.319237104908696,0.0265447801588174,0.0152848533847182,-0.14125634053968,-0.158334609011736,0.2274274450691,-0.094043134451347,0.116418533379559,0.104736982793659,-0.00320359363885771,0.131420934385741,-0.0631231224839657,0.398234104726823,0.166604062856154,-0.25471716251763,-0.0422013119782921,-0.458269388194726,-0.205692852908939,0.121655157414192,-0.325540872408299,-0.144931389047375,0.492082124771138,-0.317561108675898,-1737.94980193872
-0.0198948080711835,0.0189770174384913,-0.0849295492382827,-0.102584137176876,0.0263769907434357,0.0232748808304707,-0.218741796305606,0.318954749459619,0.151745294267653,0.00306087302518559,-0.124814395637868,-0.228374640682772,0.209398672801255,-0.0214874396770088,0.104986110557634,0.166931317524535,0.00523496781127156,0.12926798952864,-0.0760254984276424,0.513189167150021,0.192169127590936,-0.270111472965407,-0.124721534699117,-0.528029578703046,-0.218194747355398,0.156384552470216,-0.349650624845999,-0.132948510567207,0.489069652925247,-0.335531095890715,-1733.7732872333
-0.00778989264223674,0.0189831600742392,-0.0615903944628877,-0.111679567644964,0.0861339716172842,-0.00621722533894335,-0.226289049860747,0.351707281815572,0.198511602175472,0.00875303011212088,-0.118224687032723,-0.306108803529424,0.23587307913959,-0.0434336863837746,0.113251800285368,0.216647133301143,-0.00560312189778616,0.117594080761166,-0.0905628919872513,0.583710289402724,0.184716788911204,-0.267925620500427,-0.243017265436676,-0.515096864130498,-0.223831808172286,0.151890950829057,-0.324114020871571,-0.164343277378919,0.489865498020347,-0.352199923606679,-1731.73103422483
0.0107842119971713,0.0274721839937838,-0.0627952177761224,-0.0964185740125079,0.123273122229533,0.00929987312974826,-0.21481414487496,0.350539252160516,0.238271466633859,-0.00414796666979041,-0.126482972588771,-0.306509150125336,0.233588335321122,-0.0852190697578976,0.106539254991852,0.246786283671662,-0.0236584916796531,0.108224258098014,-0.10511967097528,0.624919611009176,0.165341364348012,-0.260583104526569,-0.272066753605015,-0.542964037816236,-0.204802778517477,0.140510010282658,-0.325675206519165,-0.179497642699896,0.481763409594953,-0.35446364697346,-1730.87608606627
0.0155634672566196,0.0343666111617674,-0.0771627226219842,-0.0783711840068353,0.176472050625843,0.0256962478851676,-0.202605154532469,0.355195947724003,0.245203230397752,0.0144912713183877,-0.116216782274223,-0.311177533855831,0.202770259124972,-0.131113692229048,0.0734507475560416,0.30262841912402,-0.0481447736965043,0.0956060466557339,-0.120136518279139,0.670826313532155,0.163346537190007,-0.250133524893309,-0.284277042340305,-0.578852077370126,-0.229233776669506,0.152344384725635,-0.314123371693888,-0.190900427200564,0.468098113612467,-0.350474343388208,-1730.03797940468
0.0309479562851866,0.038232133994054,-0.0837615113271281,-0.07563417208148,0.239360428468722,0.0394538036062184,-0.192609223793128,0.376797211074509,0.221693803188977,-0.000812919922837428,-0.106125430907875,-0.299664486913574,0.180001606156087,-0.131541004707017,0.072540056895857,0.349878098051834,-0.075018039458096,0.072720760226769,-0.127586983653416,0.702116786223765,0.180195640745528,-0.243378881091999,-0.291849388222879,-0.613864091574143,-0.231264203975193,0.167676058910555,-0.307290113759068,-0.212415380157257,0.438278369772188,-0.378978857599342,-1729.07007909883
0.0317302971290716,0.021650183398775,-0.0839793658703352,-0.0947454987405476,0.284620464927909,0.03676798955833,-0.178968103770381,0.35872974966272,0.2053821263264,0.00493413588276061,-0.118727364660074,-0.282466122400712,0.181777503245394,-0.1245464461299,0.0773254453567826,0.402993573149384,-0.0891528771018539,0.0553804025469224,-0.132859249748985,0.731619994237343,0.205803956946715,-0.243471046975887,-0.287283838943525,-0.636917185610392,-0.237322996271846,0.139489856953285,-0.300699129337149,-0.233791793671866,0.438263369000719,-0.399876534004252,-1728.15313227331
0.00795828776435909,-0.130086407473769,-0.143681478953661,-0.222271929341707,0.409425924155719,0.132457913315279,-0.149780072949012,0.19877643915532,0.0868787340105549,-0.0134378648011917,-0.0751498185689751,-0.158098408740059,0.256021752153237,-0.0419216897628026,0.0490034652865714,0.569740798583322,-0.143635575303236,0.0287963675477156,-0.247025488338785,0.901240012792888,0.16165954903869,-0.266637536772188,-0.400106009073597,-0.669597815531662,-0.265089944338472,0.190279359740442,-0.366029686340083,-0.333421825743591,0.540168075485069,-0.470011587928021,-1725.49145719327
0.0627805941710668,-0.170771968884965,-0.287378876790517,-0.290091468498986,0.482249138390979,0.060652634795368,-0.0805245524988853,0.110171032464747,-0.00610597079510655,0.035857078558896,-0.0479522518082894,-0.184371499545309,0.211631795110864,-0.0124160152169038,0.132941777090712,0.557688670710386,-0.235221727517747,0.0802239130772976,-0.392477758236927,0.980523725038327,0.189636477168025,-0.343481559766612,-0.558481679689322,-0.79831843844493,-0.217471453968803,0.200028412221176,-0.440481946860511,-0.200105266303401,0.692068864674719,-0.52423105143166,-1722.8050157014
0.211675238680595,-0.132338014784792,-0.243051720248696,-0.351477538296545,0.445436523746701,0.10858345329009,-0.180964121287117,0.129309737458209,-0.0155912106172474,-0.00388524560060024,-0.014277544760466,-0.360889692222386,0.326911389753476,-0.0048956279483328,0.12876516872346,0.463477240612732,-0.271605827968156,0.0176375533731401,-0.377177820921306,0.988134744633746,0.253758473084481,-0.385883708768585,-0.599465355456424,-1.04828363262399,-0.244244824711995,0.21536958161013,-0.377535835012161,-0.120852831640834,0.870266268793011,-0.427348363447334,-1718.7939876003
0.228976644703676,-0.117008906154536,-0.222781318729441,-0.188445970635388,0.212776763891347,0.0247292678338652,-0.255810974033702,0.275149151629577,0.0781576195519538,-0.0386783380215023,-0.00332602819838249,-0.344197957854995,0.315161509550383,-0.0459135501571556,0.107207443199123,0.457126404078844,-0.182126467433888,0.0607171302739905,-0.287993168259086,1.03372125414397,0.355866211089424,-0.404774069948858,-0.636842282581148,-1.08389019222712,-0.269777733688608,0.215460760578333,-0.356767091250498,-0.227927427007174,0.9100918452376,-0.463808069565097,-1716.04250908447
0.210297841865783,-0.0898620015046823,-0.212242483310647,-0.192191341623542,0.183051302447852,0.0265217979350003,-0.279147877649238,0.290010449938469,0.0962357724410298,-0.0227053048860235,-0.00120819132624666,-0.361598008574555,0.302424956981761,-0.0586421763275027,0.116692264413499,0.462135542873203,-0.171313248576703,0.0833067048279045,-0.257734026693657,1.03975349950197,0.341230697473876,-0.401710967275078,-0.621551588273583,-1.07969790376269,-0.260975188440984,0.216625275626077,-0.363648684294187,-0.246436335497053,0.898468617333378,-0.495744253536047,-1715.38747267097
0.172039362235608,-0.0238099415228173,-0.162778813724335,-0.176042426195875,0.238853392851089,0.00192237729004656,-0.28873190153344,0.358406113947224,0.15428620588007,-0.0329897325998101,0.00208481948211984,-0.389587447916863,0.333162183408165,-0.0686608168461644,0.11124263127994,0.498041934737189,-0.103643709569773,0.186840210007041,-0.253710945626199,1.00840612065932,0.312183806544504,-0.422266553431231,-0.540442487807839,-1.02478530551318,-0.277237342778653,0.219532808718551,-0.449280666216743,-0.255075992375039,0.86308002291758,-0.500111575515328,-1714.71179139528
0.132563445764158,-0.0208187893534998,-0.0809203234067297,-0.151368372640221,0.296207507276871,0.0349516125810465,-0.254767437185704,0.427325917822169,0.215287344323549,-0.0365923318943441,0.00271372209651127,-0.419535539344792,0.287907144011229,-0.085071611989468,0.104414736154909,0.511876130060439,-0.0297078512905897,0.169338361089703,-0.227363620907949,0.987150186824255,0.285952875266979,-0.491911214546832,-0.477343594550406,-0.944721891117477,-0.285787623646764,0.216058521192047,-0.521534566393855,-0.226451743836889,0.885567166920846,-0.542319488194812,-1714.67720134667
0.0959883846005827,-0.00517513259441757,-0.119500161367947,-0.125349626780618,0.329958660254519,0.0643171893918743,-0.231346825253714,0.449055354466901,0.266998110669093,-0.0308072124890412,-0.00179350990038206,-0.451238248133295,0.294772068592643,-0.0605851041567741,0.0818244920363251,0.502274220717802,-0.0331209261028994,0.147349657808855,-0.203300143394049,0.979426176831251,0.290570693137099,-0.54531686045063,-0.440127937971669,-0.897119141471348,-0.279100710226686,0.21053521482088,-0.532955639546923,-0.241500191728257,0.879487240604788,-0.561734319265862,-1714.49476382152
0.0577331405044346,-0.000590882123703919,-0.136463832369528,-0.148214296383805,0.333918217584983,0.0700595044306181,-0.220059173147783,0.482413355245635,0.292624034088939,-0.0313116846903502,-0.00393464111679945,-0.436744565443507,0.300968505215032,-0.070337671260805,0.0987077168094084,0.493622403259731,-0.059927618568847,0.124298861458955,-0.187846990587634,1.00352986238147,0.298403329882585,-0.562981216699504,-0.421087687228692,-0.871019131080244,-0.284691115971889,0.211010271054528,-0.53876034118973,-0.238883842035634,0.853492222573444,-0.539068534804173,-1714.28023569688
-0.00227553082318804,-0.0428771542678024,-0.137089743366269,-0.14478356464084,0.355951470885198,0.0748670989891269,-0.25188411272966,0.516125657668319,0.315513488140995,-0.0127333636510936,-0.00886640812151201,-0.427699452954529,0.299968583749047,-0.0877834373570451,0.130526257565078,0.459805335532838,-0.0942850510526455,0.108980738996764,-0.227361604003017,1.03230138705102,0.307077426613876,-0.549403552115802,-0.375744185351582,-0.859447945793096,-0.270846446158069,0.210393030638021,-0.513364704839921,-0.260934826152334,0.815568990220018,-0.531320402535936,-1713.93047618274
-0.00851132746714078,-0.0203154275711152,-0.122899001188734,-0.161814336132976,0.378268636171055,0.0704118430112592,-0.267504809941796,0.520498548932053,0.329103239943247,-0.0184676949697061,-0.0192300752834671,-0.388835616042596,0.269560745628728,-0.0841170260260445,0.118927476227893,0.43736204119634,-0.132890711411187,0.129931657849896,-0.23785699630219,1.04834672026993,0.314497331594369,-0.50514009641086,-0.365334872905229,-0.84788253101411,-0.282785730497024,0.203787720219539,-0.468508653724822,-0.286308391038527,0.83377623216655,-0.551527250160989,-1713.6480654281
0.00210943651934121,0.000279466342121969,-0.105473455628249,-0.163119882465961,0.377906115117507,0.0496425107238398,-0.227983890530982,0.501209247158666,0.290783131088914,-0.00550828332791967,-0.0245226748085029,-0.376978694763918,0.277153402709038,-0.0808502520803378,0.0812355244787387,0.427559594580077,-0.116652517855131,0.138088973996493,-0.211965610544309,1.08463289190968,0.311756636048412,-0.442158031880006,-0.372204117028064,-0.880718530469442,-0.269358916248285,0.20488881030676,-0.454880997729188,-0.302672621346744,0.81659618148057,-0.578982771167855,-1713.33029222934
0.0335067846749846,0.0241981871283816,-0.122851187127498,-0.130599503926732,0.369020094585752,0.0830800373919393,-0.202299402916734,0.436635968792497,0.245863550913824,-0.0241085751809711,-0.032881730116747,-0.383958690893752,0.277269206657801,-0.0796426046559655,0.124600346970635,0.463147076832486,-0.0584175421494734,0.164180510475814,-0.170118004236066,1.11605133732683,0.31994378991014,-0.365987152796303,-0.398097451816334,-0.910079292826531,-0.304446536736518,0.200286099736578,-0.428552047084146,-0.29469019130715,0.783703289417727,-0.601214296657876,-1713.28392727192
0.0452119827557772,0.0311963394682796,-0.126660004416051,-0.130035595867492,0.373865548046875,0.0920209875658637,-0.226729480873637,0.407886745984942,0.230001979751478,-0.01586905142731,-0.0348654923890998,-0.379265578331296,0.265639877817953,-0.09485663485415,0.128853339312437,0.481487347727687,-0.0448042505665323,0.163377051525399,-0.149679869767182,1.08932939949474,0.343744388465269,-0.365440431507931,-0.431725556379484,-0.923912690007519,-0.297908598914834,0.200968874588778,-0.453075732450799,-0.313399104715756,0.771265382726535,-0.590528274665704,-1713.21355032058
0.0556426580870651,0.0308200913962537,-0.122498150753915,-0.12919277990354,0.361787421901388,0.0855092432482267,-0.230008766201581,0.403093587411444,0.222169425817878,-0.015438727795593,-0.0353643896656708,-0.381721533098704,0.259580676132694,-0.0932801691040011,0.132067943231961,0.503218037719642,-0.0540051339983647,0.163485511851514,-0.151843203184741,1.07409198891252,0.330680057661645,-0.388617985851949,-0.437159295776918,-0.934410951560475,-0.297125008506542,0.200581970426624,-0.453361893692734,-0.324743256538942,0.766685950262107,-0.583227027155221,-1713.16409507677
0.0707988983571488,0.0238344059404594,-0.126890249150084,-0.135449214118239,0.34520411684089,0.074304186007581,-0.246928829282338,0.403661270193294,0.221007945098186,-0.0158702378331024,-0.0361035365231529,-0.375827787750115,0.269219507317872,-0.1019067898321,0.121205404573624,0.534153182017541,-0.0651271218236201,0.15616945887775,-0.159379928812166,1.04756601579805,0.315983684398319,-0.413431185535626,-0.443502990368502,-0.942387719848611,-0.298710347840757,0.20012255215361,-0.449258735216581,-0.312579529452082,0.754893202675946,-0.597631655434627,-1713.1173489147
0.100571203710063,0.0132899169419842,-0.154200248623522,-0.166572484238907,0.320836246813073,0.0551378110970575,-0.249752076542168,0.424582773392903,0.234232571415661,-0.0149149388177002,-0.0357997645993037,-0.391267807236708,0.260867607630594,-0.102288274683936,0.115485082345579,0.556713571964076,-0.070144376313204,0.122702740731243,-0.19417686578499,1.02469224344645,0.303471336373667,-0.398088625170922,-0.42626670336913,-0.933680840887104,-0.296206355669387,0.201028501497738,-0.469761839342811,-0.329177315281722,0.763334633737293,-0.594534932687583,-1713.09962621584
0.102092089569447,0.00874644848370563,-0.148199795838126,-0.167149096345202,0.314946220203796,0.0565573130338044,-0.247226831635779,0.425857113634573,0.235711926615709,-0.0146399474028728,-0.0351728805733702,-0.395837865274562,0.262451658163767,-0.102514769812656,0.112303470127935,0.555988479661198,-0.0853395968236394,0.124432793975668,-0.199399335756955,1.02527857420864,0.309269141347928,-0.399376646241628,-0.423476755000612,-0.929018048547943,-0.295102607724441,0.201757552787726,-0.475997332781369,-0.329207619681574,0.763087701117635,-0.594127143013131,-1713.07358644118
0.0597511387977209,-0.00800291600299682,-0.137293234392264,-0.150178893846382,0.352172274128873,0.0287277986684325,-0.265471345321881,0.44023357423674,0.234912888962368,-0.00791569606826769,-0.0320802104814955,-0.366566348590301,0.270912925221047,-0.0941340942825625,0.115044016820497,0.512841556803678,-0.11095873283631,0.132655905373801,-0.167583058117023,1.04537035073849,0.28021643398446,-0.438603083901656,-0.42265928615733,-0.941814479067758,-0.285842461341719,0.204841703321721,-0.458260926678905,-0.325739388905294,0.786005159118745,-0.570147406390489,-1713.06745064263
0.0491712805940351,-0.000555292070402302,-0.133167751123158,-0.156803449436087,0.353818384040183,0.0330966003467106,-0.262272837844672,0.442083301315623,0.235234084906901,-0.00618338899709423,-0.0317620012643556,-0.359785278125955,0.270762562393734,-0.0947691730424812,0.112868695700321,0.503016747831923,-0.10129275316293,0.136337238238121,-0.177816636228847,1.04932951954011,0.283947673051336,-0.454859092940795,-0.42647348341439,-0.946723114276384,-0.282629182687493,0.204836777803202,-0.445553045507242,-0.328009752673283,0.782798724244243,-0.567586473604579,-1713.04890638649
0.0432837834093431,0.0103606428418061,-0.127788389959859,-0.151198248308394,0.34660726781177,0.0372356101587658,-0.259502817862523,0.438308566800204,0.233899177185874,-0.00611758461065124,-0.0321554666519461,-0.361588439346068,0.273542481248704,-0.0925284717547226,0.114414065184313,0.511650392910325,-0.104092781326014,0.130478828417139,-0.186091354038525,1.04395214797574,0.288188773182386,-0.449401260379867,-0.430382362976114,-0.947571299680317,-0.283673835384361,0.204704269293811,-0.449427010388232,-0.325603118067902,0.782531310152248,-0.570843337324592,-1713.03153659039
0.0492235054888837,0.00438507995491404,-0.127136301893877,-0.154927413577229,0.340811126766401,0.0448904871777705,-0.252295065870871,0.437633805390356,0.235507209988813,-0.00746284841698228,-0.0325457992927623,-0.366989073626389,0.272166611907272,-0.0943208606810157,0.113043433851066,0.518123610463981,-0.10536286813056,0.137984261673102,-0.185655323866817,1.03724754976627,0.293671634905486,-0.445800753168317,-0.432908751440642,-0.948834783483867,-0.285422401477019,0.204394144379592,-0.451013388063033,-0.326221552592651,0.777847932108132,-0.57466221399405,-1713.01105944529
0.0588424498354742,0.00545980880252476,-0.12722743981564,-0.155065202968096,0.339278821601627,0.0441733732315669,-0.255860483232485,0.433208346879598,0.232500296543216,-0.00828897286177383,-0.0326814287182446,-0.369200727359803,0.271079653243165,-0.0967638405712656,0.111779925608299,0.517921632515098,-0.104537454427236,0.138173347683134,-0.186519451696152,1.04320574152047,0.295897746096633,-0.449283240936692,-0.429533378835405,-0.943394557933571,-0.285856731716144,0.204243220649031,-0.452818253354008,-0.32634219650432,0.774557682740237,-0.57586999529904,-1713.00516168839
0.0666614542547797,0.00614552706006866,-0.124954681050022,-0.156552180677083,0.330070810763173,0.0522919794889024,-0.250156356584539,0.428650508048851,0.231836917483446,-0.00985356576837499,-0.0332988807221558,-0.37588287427384,0.270412674455035,-0.0986775938620718,0.110584113787453,0.5267038684405,-0.105511887679814,0.141645698957655,-0.191187564741935,1.03843493441384,0.304037469986556,-0.445202438361972,-0.431424975771509,-0.941697924839066,-0.288080610167815,0.203883597525843,-0.456933936023671,-0.32604420412338,0.768944979196027,-0.581424089431156,-1712.9975452367
0.066611072239478,0.00610329986639312,-0.125106579368848,-0.15644012717778,0.330631146972876,0.0517165932620024,-0.250702326860193,0.428698215477973,0.231698456221134,-0.00979626754960558,-0.0332732655612966,-0.375525845372304,0.27041735185347,-0.0986644828810309,0.110621999609773,0.526084475969254,-0.105410402848405,0.141484816247059,-0.190877903180087,1.03906138321607,0.303585940931328,-0.445725227465719,-0.431190605473952,-0.941631809453439,-0.287980584428412,0.203916152911206,-0.45675908741327,-0.326066481520384,0.769236969545373,-0.581125079283739,-1712.99751010542
0.0666062620421718,0.00609988967463611,-0.12511412992745,-0.156441373061132,0.330630479636238,0.0517168044412257,-0.250696099395736,0.428691826968284,0.231695282644102,-0.00979675647576526,-0.0332757252869725,-0.375521457216146,0.270419587202845,-0.0986621067747565,0.11062720561357,0.526072489098467,-0.105404950455419,0.141485375355835,-0.190881541135481,1.03906117128622,0.30358556424507,-0.445731864631887,-0.431200126713727,-0.941645666979882,-0.287988854809686,0.203919651869288,-0.456765618978516,-0.326067790545651,0.76925837697406,-0.581131815894942,-1712.99751000321
